Transparency Q2 - 01.07.11 to 30.09.11 as at 28.10.11,,,,,
Name,Payment category,Amount,Department,Document no.,Post code
SUFFOLK COASTAL DISTRICT COUNCIL,Environment,£683,"Economy, Transport & Environment",4500531329,IP12
BISHOP THOMAS GRANT SCHOOL,Training & Education Support Team,£521,Children's Services,4500541936,SW16
ALFRISTON PRE-SCHOOL,Strategic Costs CSA,"£4,163",Children's Services,3000273456,BN26
ALFRISTON PRE-SCHOOL,Strategic Costs CSA,£800,Children's Services,3000275174,BN26
ALFRISTON PRE-SCHOOL,Strategic Costs GSSG,£611,Children's Services,3000275220,BN26
AMBERLEY NURSERY,Organisational Development,"£2,000",Children's Services,3000273154,TN40
AMBERLEY NURSERY,Strategic Costs CSA,"£12,489",Children's Services,3000273460,TN40
ATHELSTAN NURSERY,Strategic Costs CSA,"£5,724",Children's Services,3000273329,TN35
ATHELSTAN NURSERY,Strategic Costs CSA,"£8,846",Children's Services,3000273586,TN35
ATHELSTAN NURSERY,Strategic Costs CSA,"£1,600",Children's Services,3000275055,TN35
ATHELSTAN NURSERY,Strategic Costs GSSG,"£1,149",Children's Services,3000275238,TN35
ATTWOOD FARM NURSERY SCHOOL,Strategic Costs CSA,"£6,245",Children's Services,3000273470,BN27
BARCOMBE PLAYGROUP,Strategic Costs CSA,"£3,643",Children's Services,3000273476,BN8 
BATTLE ABBEY PREP  SCHOOL NURSERY,Organisational Development,"£2,000",Children's Services,3000273340,TN40
BATTLE ABBEY PREP  SCHOOL NURSERY,Strategic Costs CSA,"£18,213",Children's Services,3000273478,TN40
BATTLE PRE-SCHOOL PLAYGROUP,Strategic Costs CSA,"£15,091",Children's Services,3000273479,TN33
BEARS HOUSE NURSERY LTD,Strategic Costs CSA,£542,Children's Services,3000271653,TN34
BEARS HOUSE NURSERY LTD,Strategic Costs CSA,"£7,806",Children's Services,3000273481,TN34
BECKLEY PLAYGROUP,Strategic Costs CSA,"£1,561",Children's Services,3000273482,TN31
BEXHILL HIGH SCHOOL,Strategic Costs CSA,"£7,806",Children's Services,3000273483,TN39
BIRKDALE NURSERY LTD,Strategic Costs CSA,£531,Children's Services,3000271655,TN39
BIRKDALE NURSERY LTD,Strategic Costs CSA,"£8,846",Children's Services,3000275629,TN39
BLACKBOYS PRE-SCHOOL,Strategic Costs CSA,"£5,204",Children's Services,3000273485,TN22
BRANDYWELL DAY NURSERY,Strategic Costs CSA,"£10,928",Children's Services,3000273489,TN6 
BRICKLEHURST MANOR SCHOOL,Strategic Costs CSA,"£7,930",Children's Services,3000274200,TN5 
BUNNY RUN CHILD CARE - ERIDGE,Strategic Costs CSA,"£6,245",Children's Services,3000273492,TN3 
BUNNY RUN CHILDCARE CENTRE,Strategic Costs CSA,"£11,448",Children's Services,3000273491,BN27
BUTTERFLY NURSERY,Organisational Development,"£2,000",Children's Services,3000271505,BN10
BUTTERFLY NURSERY,Strategic Costs CSA,"£5,204",Children's Services,3000273493,BN10
CABURN PRE-SCHOOL PLAYGROUP,Strategic Costs CSA,"£1,041",Children's Services,3000273494,BN8 
CAROUSEL NURSERY SCHOOL (ST LEON),Strategic Costs CSA,"£7,285",Children's Services,3000273495,TN38
CAROUSEL NURSERY SCHOOL (ST LEON),Strategic Costs CSA,"£4,163",Children's Services,3000273496,TN38
CAROUSEL NURSERY SCHOOL (ST LEON),Hastings GSSG,£584,Children's Services,3000274253,TN38
CAROUSEL NURSERY SCHOOL (ST LEON),Strategic Costs GSSG,"£1,358",Children's Services,3000275248,TN38
CAROUSEL NURSERY SCHOOL (ST LEON),Strategic Costs GSSG,"£1,310",Children's Services,3000275249,TN38
CAROUSEL NURSERY SCHOOL (ST LEON),East FST Teams,"£2,312",Children's Services,4500534997,TN38
CAROUSEL NURSERY SCHOOL (ST LEON),East FST Teams,£510,Children's Services,4500540390,TN38
CATERPILLAR PRE-SCHOOL,Strategic Costs GSSG,"£2,649",Children's Services,3000272104,TN33
CATERPILLAR PRE-SCHOOL,Strategic Costs CSA,"£4,683",Children's Services,3000273498,TN33
CATERPILLAR PRE-SCHOOL,Strategic Costs CSA,"£1,600",Children's Services,3000275176,TN33
CATSFIELD UNDER FIVES PLAYGROUP,Strategic Costs CSA,"£3,643",Children's Services,3000273499,TN33
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,"£1,084",Adult Social Care,4500523573,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,"£2,168",Adult Social Care,4500523574,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,£813,Adult Social Care,4500523575,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,"£1,653",Adult Social Care,4500523577,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,"£1,575",Adult Social Care,4500523578,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,"£4,397",Adult Social Care,4500523580,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,"£1,852",Adult Social Care,4500523599,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,£655,Adult Social Care,4500523606,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,£916,Adult Social Care,4500523609,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,£868,Adult Social Care,4500529854,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,£768,Adult Social Care,4500529856,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,"£1,882",Adult Social Care,4500529858,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,"£1,491",Adult Social Care,4500529859,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,"£6,359",Adult Social Care,4500529860,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,"£2,212",Adult Social Care,4500529861,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,"£1,832",Adult Social Care,4500529862,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,"£1,231",Adult Social Care,4500529863,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,£663,Adult Social Care,4500529864,BN8 
CHAILEY HERITAGE SCHOOL,Disability Services,"£1,215",Adult Social Care,4500530600,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,"£6,009",Adult Social Care,4500531905,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,"£1,084",Adult Social Care,4500532104,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,£542,Adult Social Care,4500532108,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,"£1,310",Adult Social Care,4500532112,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,"£1,832",Adult Social Care,4500532116,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,"£1,560",Adult Social Care,4500532127,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,"£2,270",Adult Social Care,4500532130,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,"£2,710",Adult Social Care,4500536021,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,"£1,084",Adult Social Care,4500536023,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,£813,Adult Social Care,4500536024,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,"£1,975",Adult Social Care,4500536025,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,"£3,670",Adult Social Care,4500536026,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,"£2,507",Adult Social Care,4500536028,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,"£4,086",Adult Social Care,4500536030,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,£847,Adult Social Care,4500536032,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,"£1,575",Adult Social Care,4500536349,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,"£2,085",Adult Social Care,4500536350,BN8 
CHAILEY HERITAGE SCHOOL,Disability Agency Placements,£663,Adult Social Care,4500536368,BN8 
CHALK HILL PRE-SCHOOL,Strategic Costs CSA,"£7,285",Children's Services,3000273500,BN20
CHARTERS ANCASTER COLL (1995),Strategic Costs CSA,"£24,978",Children's Services,3000273501,TN39
CHRIST CHURCH CE PRIMARY,External Funds,"£1,300",Children's Services,3000271394,TN37
CHRIST CHURCH CE PRIMARY,External Funds,"£4,070",Children's Services,3000271685,TN37
CHRIST CHURCH CE PRIMARY,External Funds,£675,Children's Services,3000271692,TN37
CHRIST CHURCH CE PRIMARY,External Funds,£820,Children's Services,3000271693,TN37
CHRISTCHURCH METHODIST PLAYGROUP,Strategic Costs CSA,"£5,204",Children's Services,3000273377,TN40
CHYNGTON METHODIST PLAYGROUP,Strategic Costs CSA,"£1,041",Children's Services,3000273378,BN25
CITY & GUILDS,Training,£616,Adult Social Care,4500524765,EC1A
CITY & GUILDS,Training,£506,Adult Social Care,4500527964,EC1A
CITY & GUILDS,Merged EI,£575,Governance & Community Services,4500529061,EC1A
CITY & GUILDS,Training,£840,Adult Social Care,4500533227,EC1A
CITY & GUILDS,Training,£600,Adult Social Care,4500533229,EC1A
CITY & GUILDS,Organisational Development,£600,Children's Services,4500536526,EC1A
CLAREMONT SCHOOL,Strategic Costs CSA,"£34,865",Children's Services,3000273379,TN37
CLEAPSS,Personnel,£693,Children's Services,4500534039,UB8 
CLIVE VALE NURSERY SCHOOL,Organisational Development,"£2,000",Children's Services,3000272147,TN35
CLIVE VALE NURSERY SCHOOL,Strategic Costs CSA,"£35,386",Children's Services,3000273387,TN35
CLIVE VALE NURSERY SCHOOL,Strategic Costs GSSG,"£1,358",Children's Services,3000275250,TN35
CLIVE VALE NURSERY SCHOOL,Strategic Costs GSSG,£631,Children's Services,3000275251,TN35
CLIVE VALE NURSERY SCHOOL,East FST Teams,£529,Children's Services,4500530063,TN35
CLOCK TOWER NURSERY,Strategic Costs CSA,"£2,602",Children's Services,3000273259,BN7 
COPPERFIELDS DAY NURSERY,Strategic Costs CSA,"£10,928",Children's Services,3000273390,BN21
CREST PRE-SCHOOL PLAYGROUP,Strategic Costs CSA,"£3,416",Children's Services,3000270563,TN34
CREST PRE-SCHOOL PLAYGROUP,Strategic Costs CSA,£690,Children's Services,3000271671,TN34
CREST PRE-SCHOOL PLAYGROUP,Strategic Costs CSA,"£2,602",Children's Services,3000273395,TN34
CROFT ROAD PRE-SCHOOL,Strategic Costs CSA,"£8,846",Children's Services,3000273396,TN6 
CROFT ROAD PRE-SCHOOL,Strategic Costs CSA,"£1,600",Children's Services,3000275177,TN6 
CROWHURST PLAYGROUP,Strategic Costs CSA,"£1,249",Children's Services,3000273398,TN33
DAISY CHAIN NURSERY & MONTESSORI,Strategic Costs CSA,"£3,122",Children's Services,3000273399,BN27
DENTON ISLAND NURSERY,Strategic Costs CSA,"£7,285",Children's Services,3000273401,BN9 
DITCHLING PRE-SCHOOL GROUP,Strategic Costs CSA,"£2,602",Children's Services,3000273402,BN6 
EARLY BIRDS PRE-SCHOOL,Strategic Costs CSA,"£3,643",Children's Services,3000273404,BN25
EARLY BIRDS PRE-SCHOOL,Strategic Costs GSSG,£679,Children's Services,3000275252,BN25
EARLY YEARS CENTRE (WEST ST LEONARD,Strategic Costs CSA,"£8,846",Children's Services,3000273409,TN38
EARLY YEARS CENTRE (WEST ST LEONARD,Strategic Costs CSA,£800,Children's Services,3000275178,TN38
EARLY YEARS CHILDCARE PLC,Strategic Costs CSA,"£9,367",Children's Services,3000273410,BN7 
RAINBOW NURSERY,Strategic Costs CSA,"£10,928",Children's Services,3000273434,BN22
ELDON ROAD PLAYGROUP,Strategic Costs CSA,"£3,643",Children's Services,3000273412,BN20
EMMANUEL PRE-SCHOOL,Strategic Costs CSA,"£4,683",Children's Services,3000273413,BN27
ETCHINGHAM UNDER 5'S PLAYGROUP,Strategic Costs CSA,"£3,643",Children's Services,3000273414,TN19
FAIRLIGHT PLAYGROUP,Strategic Costs CSA,"£3,122",Children's Services,3000273415,TN35
FIVE ASHES PLAYGROUP,Strategic Costs CSA,"£2,602",Children's Services,3000273418,TN20
FLETCHING PLAYGROUP,Strategic Costs CSA,"£2,082",Children's Services,3000273419,TN22
FLYING START NURSERY,Strategic Costs CSA,"£4,683",Children's Services,3000273421,BN9 
FRAMFIELD PRE SCHOOL,Strategic Costs CSA,"£4,163",Children's Services,3000273423,TN22
FRANT NURSERY SCHOOL,Strategic Costs CSA,"£5,204",Children's Services,3000274201,TN3 
FRIENDS OF COTTAGE PLAYGROUP,Strategic Costs CSA,"£2,082",Children's Services,3000273393,BN7 
FUTURES FOR CHILDREN,Disability Agency Placements,"£2,867",Adult Social Care,4500527052,ME15
GOOD TIMES PRE-SCHOOL,Strategic Costs CSA,£690,Children's Services,3000271681,BN25
GOOD TIMES PRE-SCHOOL,Strategic Costs CSA,"£7,285",Children's Services,3000273425,BN25
GREENFIELDS SCHOOL,Strategic Costs CSA,"£5,204",Children's Services,3000273426,RH18
GROOMBRIDGE PRE-SCHOOL,Strategic Costs CSA,"£6,869",Children's Services,3000273427,TN6 
GROOMBRIDGE PRE-SCHOOL,Strategic Costs CSA,£800,Children's Services,3000275181,TN6 
GROVELANDS ACORNS,Strategic Costs CSA,"£6,765",Children's Services,3000273428,BN27
HAPPY VALLEY PRE-SCHOOL,Strategic Costs CSA,£690,Children's Services,3000271697,BN9 
HAPPY VALLEY PRE-SCHOOL,Strategic Costs CSA,"£7,806",Children's Services,3000273225,BN9 
HARTFIELD PLAYSCHOOL,Strategic Costs CSA,"£6,765",Children's Services,3000273227,TN7 
FIRST STEPS NHS NURSERY,Strategic Costs CSA,£690,Children's Services,3000271676,TN37
FIRST STEPS NHS NURSERY,Strategic Costs CSA,"£8,326",Children's Services,3000273417,TN37
FIRST STEPS NHS NURSERY,Strategic Costs GSSG,£800,Children's Services,3000273925,TN37
HELLINGLY PLAYGROUP,Organisational Development,"£2,000",Children's Services,3000272121,BN27
HELLINGLY PLAYGROUP,Strategic Costs CSA,"£6,765",Children's Services,3000273230,BN27
HERSTMONCEUX PRE-SCHOOL,Organisational Development,"£2,000",Children's Services,3000271504,BN27
HERSTMONCEUX PRE-SCHOOL,Strategic Costs CSA,"£5,204",Children's Services,3000273231,BN27
HOLY CROSS NURSERY,Strategic Costs CSA,"£8,846",Children's Services,3000273234,TN22
HONEY BEES PLAYGROUP,Strategic Costs CSA,"£1,561",Children's Services,3000273235,BN7 
HOPSCOTCH NURSERY,Strategic Costs CSA,"£5,724",Children's Services,3000273236,BN3 
HOPSCOTCH NURSERY,Strategic Costs CSA,"£8,846",Children's Services,3000273238,BN3 
HORAM COMMUNITY PRE-SCHOOL,Strategic Costs CSA,"£2,082",Children's Services,3000273239,TN21
HURST GREEN LITTLE ACORNS PLAYGROUP,Strategic Costs CSA,"£2,602",Children's Services,3000273266,TN19
ISFIELD PRE-SCHOOL,Strategic Costs CSA,"£6,245",Children's Services,3000273241,TN22
JIGSAW YMCA (LEWES),Strategic Costs CSA,"£4,163",Children's Services,3000273247,TN38
JIGSAW YMCA (LEWES),Organisational Development,"£2,000",Children's Services,3000275111,TN38
JIGSAW YMCA LTD,Strategic Costs CSA,"£1,009",Children's Services,3000271703,TN37
JIGSAW YMCA LTD,Strategic Costs CSA,"£16,652",Children's Services,3000273248,TN37
JIGSAW YMCA LTD,Strategic Costs GSSG,"£1,310",Children's Services,3000275267,TN37
JUMPING BEANS PRE-SCHOOL,Strategic Costs CSA,£800,Children's Services,3000271438,BN22
JUMPING BEANS PRE-SCHOOL,Strategic Costs CSA,"£5,204",Children's Services,3000273249,BN22
JUMPING BEANS PRE-SCHOOL,Strategic Costs CSA,£800,Children's Services,3000275082,BN22
JUST LEARNING NURSERY,Strategic Costs CSA,"£7,806",Children's Services,3000273250,BN23
JUST LEARNING NURSERY,Strategic Costs CSA,£800,Children's Services,3000275083,BN23
BEAKYS NURSERY,Strategic Costs CSA,"£10,408",Children's Services,3000273480,TN37
KINGSTON PRE-SCHOOL,Strategic Costs CSA,"£9,887",Children's Services,3000273252,BN25
L K V MAIR BUSINESS ACCOUNT,Strategic Costs CSA,"£5,204",Children's Services,3000273440,TN31
LADYBIRDS PLAYGROUP,Strategic Costs GSSG,£520,Children's Services,3000272931,TN5 
LADYBIRDS PLAYGROUP,Strategic Costs CSA,"£5,724",Children's Services,3000274027,TN5 
LADYBIRDS PLAYGROUP,Strategic Costs GSSG,£630,Children's Services,3000274212,TN5 
LADYBIRDS PLAYGROUP,Strategic Costs CSA,"£1,600",Children's Services,3000275087,TN5 
LADYBIRDS PLAYGROUP,Strategic Costs GSSG,£679,Children's Services,3000275273,TN5 
LATON ASH NURSERY SCHOOL,Strategic Costs CSA,"£10,408",Children's Services,3000273256,TN34
LEWES NEW SCHOOL,Strategic Costs CSA,"£8,846",Children's Services,3000273260,BN7 
LITTLE ACORNS PRE SCHOOL TRUST,Strategic Costs CSA,"£1,561",Children's Services,3000273267,TN6 
LITTLE COMMON PLAYGROUP,Strategic Costs CSA,"£5,204",Children's Services,3000273265,TN39
LITTLE COMMON PLAYGROUP,Strategic Costs CSA,"£8,326",Children's Services,3000274679,TN39
LITTLE COMMON PLAYGROUP,Strategic Costs CSA,£800,Children's Services,3000275089,TN39
LITTLE OAKS MONTESSORI SCHOOL,Strategic Costs CSA,"£1,041",Children's Services,3000273268,RH18
CHERUBS AND PIXIES NURSERY,Strategic Costs CSA,"£5,724",Children's Services,3000273376,BN22
LITTLE POPPETS,Strategic Costs CSA,"£6,765",Children's Services,3000273270,BN25
LITTLE TINKERS NURSERY SCHOOL,Strategic Costs CSA,"£11,448",Children's Services,3000273273,TN21
LONDON YOUTH,Aiming High,"£16,925",Adult Social Care,4500534147,RH18
LOWER WILLINGDON PRE-SCHOOL NURSERY,Strategic Costs CSA,"£10,408",Children's Services,3000273275,BN20
LUXFORD PRE-SCHOOL,Strategic Costs CSA,"£1,041",Children's Services,3000273276,TN6 
MALLING WINDMILL NURSERY,Strategic Costs CSA,£531,Children's Services,3000271709,BN7 
MALLING WINDMILL NURSERY,Strategic Costs CSA,"£5,724",Children's Services,3000273277,BN7 
MAYFIELD PRE-SCHOOL,Strategic Costs CSA,"£8,326",Children's Services,3000273279,TN20
MICHAEL HALL,Strategic Costs CSA,"£20,815",Children's Services,3000273281,RH18
MICHAEL HALL,Strategic Costs CSA,£800,Children's Services,3000275039,RH18
MICKLEFIELD NURSERY SCHOOL,Strategic Costs CSA,"£1,600",Children's Services,3000271440,BN25
MICKLEFIELD NURSERY SCHOOL,Strategic Costs CSA,"£16,132",Children's Services,3000273283,BN25
MOIRA HOUSE GIRLS SCHOOL,Strategic Costs CSA,"£13,010",Children's Services,3000273287,BN20
MRS J HYNE,Strategic Costs CSA,"£7,285",Children's Services,3000273438,BN8 
MRS J R WOODHOUSE T/A HUFFLE,Strategic Costs GSSG,£780,Children's Services,3000271073,TN21
MRS J R WOODHOUSE T/A HUFFLE,Strategic Costs CSA,"£11,448",Children's Services,3000273240,TN21
NIPPERS,Strategic Costs GSSG,"£1,275",Children's Services,3000271080,BN9 
NIPPERS,Strategic Costs GSSG,"£1,691",Children's Services,3000272107,BN9 
NIPPERS,Strategic Costs GSSG,"£2,306",Children's Services,3000272108,BN9 
NIPPERS,Strategic Costs GSSG,"£1,706",Children's Services,3000273928,BN9 
NETHERFIELD & MOUNTFIELD PRE-SCHOOL,Strategic Costs CSA,£637,Children's Services,3000271716,TN37
NETHERFIELD & MOUNTFIELD PRE-SCHOOL,Strategic Costs CSA,"£6,245",Children's Services,3000273291,TN37
NEWICK PRE-SCHOOL PLAYGROUP,Strategic Costs CSA,"£10,408",Children's Services,3000273293,BN8 
NEWLANDS SCHOOL,Strategic Costs CSA,"£3,643",Children's Services,3000273294,BN25
